"Station ID","Company Name","Location","Industry Domain","Preferred Branches","Stipend (UG)","Stipend (PG)","Facilities (Raw)","Projects","Have Accommodation?"
"550","Nutanix Technologies India Pvt. Ltd.","Bangalore","IT","A7 , A8 , AA , A7B1 , A7B2 , A7B3 , A7B4 , A7B5","90000","0","AccomAddressforGirls: 
CompanyId: 474
TillTime:  6:00PM
Weekdays: Saturday , Sunday
Stipend: 90000
FacultyId: 0
Medical: -
FieldTA: -
Stationary: -
SubsidizedLunch: -
Travel: -
StipendForPG: 0
ToOffice: -
StartTime:  9:00AM
Accomodation: Students to make their own arrangements
FieldDA: -
StationAddress: 37, Sarjapur Main Rd, Bellandur, Bengaluru, Karnataka 560103
StationFacilitiesId: 9793
RemarkforAccommodation: 15 days Accomodation + Office transpor , To & fro Air tickets under relocation benefit
AccomAddressforBoys: 
Status: Active
OnOffice: -
OtherInfo: -
ContactDetailsForBoys: 
ContactDetailsForGirls:","Project: 0
Title: Cloud and Software infrastructure
Description: Nutanix is the fastest growing software infrastructure startup in the last decade and we’re expanding our team of world-class programmers to architect, design, test, and implement our super-scalable compute and storage infrastructure for enterprise-class virtualization. Nutanix is able to provide Google-like distributed data center technology to the masses; bringing the public to the private cloud. Nutanix is building the software-defined computing platform for next generation data centers that will be scale-out, flash-enabled, and converged. Data centers of the future will run on commodity x86 servers, with most services being virtual (software-defined). We’re building a distributed system that collapses compute and storage into a single tier of machines, and our vision is to fuse the public with private clouds; seamlessly. We aim to enhance special-purpose storage appliances that sit multiple hops away from a general-purpose compute, just like Hadoop did for big data workloads. (b) Identify domain area and various sub areas of the Project: This is an aggregate position for all back-end systems roles including (but not limited to) working on the core data path, platform deployment, manageability and serviceability. There will be various projects in the manageability and serviceability back-end systems. The exact project will be decided after interacting with the students depending on their interest and skills Project 2 Title: full stack web application development Description : This is an aggregate position for full stack web application development roles including (but not limited to) working on front-end, backend and automation. There will be various projects on web stacks using nodeJS, Java and front end using HTML/JS/CSS. The exact project will be decided after interacting with the students depending on their interest and skills.
Skills: C & C++ , Client-Server Programming-Sockets, RPC , Cloud ,  Problem Solver, Self-starter  , ability to learn, adapt and deliver
Students Required: 34
Min CGPA: 0
Max CGPA: 0","No"
"1192","Pluss Advanced Technologies Pvt. Ltd.","Gurgaon","Chemical","A1","20000","0","StipendForPG: 0
ContactDetailsForGirls: 
AccomAddressforBoys: 
AccomAddressforGirls: 
CompanyId: 982
Status: Active
Travel: -
FacultyId: 0
StationAddress: Advanced Technologies Pvt. Ltd. 
610-A, Udyog Vihar, Phase V, Gurgaon-122016, India

Medical: -
FieldTA: -
Weekdays: Saturday , Sunday
OtherInfo: -
Accomodation: -
OnOffice: -
Stipend: 20000
RemarkforAccommodation: 
ContactDetailsForBoys: 
StartTime:  9:30AM
TillTime:  5:30PM
ToOffice: -
FieldDA: -
StationFacilitiesId: 9581
SubsidizedLunch: -
Stationary: -","Project: 0
Title: Application Research Intern – R&D
Description: The role is an extended internship and learning position in Chemical Engineering/Thermal Engineering in the R&D division and is focused on development of PCM modified heat exchangers. Specifically, the intern would be involved in modeling and experimentally validating heat transfer models to quantify fast charging and discharging of shape stabilized phase change materials under different parametric conditions. The internship will span four-six months and in the event of satisfactory performance, the candidate may be extended a pre-placement offer to continue working with us, post-graduation.
Key Responsibilities
• Conduct literature survey and assist in writing development reports.
• Execute and analyze experiments relevant to prescribed project.
• Assist in inventory management and lab-work recordkeeping.
• Develop numerical heat transfer models and validate against PCM charging/discharging experiments.
• Assist in fabricating heat exchanger coils and synthesizing polymer blends to prepare special PCM composite shell-and-tube heat exchangers.
• Characterize thermal conductivity and calorimetry in different polymer blends used in the phase change material composite heat exchangers.
• Develop an optimized design for fast charging/discharging of phase change materials of different temperatures.
Key skills and requirements (Qualitative)
- Critical thinking and problem solving
- Initiative taking
- Excellent communication skills
- Time management and planning skills
- Team player
- Reading comprehension (scientific literature)
Job Description
Key skills and requirements (Quantitative)
The candidate is expected to be well versed in one or more of the following topics at least at a basics/beginner’s level and desirably at an intermediate/advanced level:
- Chemical Research
- Polymer/Material Chemistry
- Chemical Engineering Thermodynamics
- Computational Flow Dynamics
- Python
- Numerical modelling
- MATLAB
- Transport phenomena
- Solidworks
- AutoCad
Desired Skills
• Basic knowledge of chemistry (inorganic/organic/physical).
• Ability to design & conduct experiments.
• Ability to read, write and analyze patents, technical communications & scientific papers.
• Students pursuing a career/higher degree in research are encouraged to apply.
• Cross-educational background/students with a hybrid curriculum (e.g., chemical engineering + material science) will be preferred.
Skills:  - 
Students Required: 2
Min CGPA: 0
Max CGPA: 0

Project: 1
Title: Materials Research Intern – R&D
Description: The role is an extended internship and learning position in Material Engineering/Chemical Engineering in the R&D division and is focused on development of novel phase change material formulations. Specifically, the intern would be involved in synthesizing and characterizing a range of tailorable phase change material formulations for highly specialized, proprietary applications under different parametric conditions. Separately, the intern would investigate the universal laws dictating the tunability of thermal performance characteristics of said phase change materials and propose research strategies for further development and processing of thermal energy storage materials. The internship will span four-six months and in the event of satisfactory performance, the candidate may be extended a pre-placement offer to continue working with us, post-graduation.
Key Responsibilities
• Conduct literature survey and assist in writing development reports.
• Execute and analyze experiments relevant to prescribed project.
• Assist in inventory management and lab-work recordkeeping.
• Develop phase change material formulations and characterize them for their application properties.
• Numerical modeling of mechanical reinforcement, conductivity reinforcement and other key tunable parameters in PCM formulation.
• Characterize thermal conductivity and calorimetry in different polymer blends.
• Generate future research strategies to be pursued in the department.
Key skills and requirements (Qualitative)
- Critical thinking and problem solving
- Initiative taking
- Excellent communication skills
- Time management and planning skills
- Team player
- Reading comprehension (scientific literature)
Job Description
Key skills and requirements (Quantitative)
The candidate is expected to be well versed in one or more of the following topics at least at a basics/beginner’s level and desirably at an intermediate/advanced level:
- Chemical physics
- Polymer/Material chemistry
- Chemical engineering thermodynamics
- Chemical reaction engineering
- Chemdraw
- Knowledge of analytical laboratory
- MATLAB
- Spectroscopy techniques
- Polymer/ceramics/carbon processing techniques
Desired Skills
• Basic knowledge of chemistry (inorganic/organic/physical).
• Ability to design & conduct experiments.
• Ability to read, write and analyze patents, technical communications & scientific papers.
• Students pursuing a career/higher degree in research are encouraged to apply.
• Cross-educational background/students with a hybrid curriculum (e.g. chemical engineering + material science) will be preferred.
Skills:  - 
Students Required: 1
Min CGPA: 0
Max CGPA: 0","No"
"6057","ProteanTecs","Bangalore","Electronics","A3 , A8 , AA","35000","0","Stipend: 35000
FacultyId: 0
AccomAddressforGirls: 
TillTime:  5:00PM
Accomodation: -
OnOffice: -
FieldDA: -
Stationary: -
StationFacilitiesId: 9579
ContactDetailsForBoys: 
CompanyId: 5758
StartTime: 10:00AM
SubsidizedLunch: -
OtherInfo: -
AccomAddressforBoys: 
Status: Active
ToOffice: -
FieldTA: -
Travel: -
StationAddress: -
StipendForPG: 0
RemarkforAccommodation: 
ContactDetailsForGirls: 
Medical: -
Weekdays: Saturday , Sunday","Project: 0
Title: FlowManager
Description: Integrating Proteantecs solution (patented) into block RTL, synthesis, PnR, Timing Analysis. Meeting PPA requirements and improving quality of the Proteantecs solution
Project domain (IT, Finance, etc.)	Semiconductors
Skills: Knowledge in VLSI domain. Exposure to RTL/synthesis/PnR is an advantage
Team player, communication skills
Any specific courses that student should have taken 	VLSI basics
Expected learning (in bullet points)	Thorough grasp in RTL2GDS2 methodology

Skills:  - 
Students Required: 5
Min CGPA: 0
Max CGPA: 0","No"
"1299","PricewaterhouseCoopers (PWC)","Gurgaon","Infrastructure","A2 , A4","40000","0","StipendForPG: 0
Status: Active
ToOffice: -
FieldTA: -
SubsidizedLunch: -
Weekdays: 
StationFacilitiesId: 9626
FacultyId: 0
RemarkforAccommodation: 
ContactDetailsForBoys: 
TillTime:  5:00PM
Accomodation: Students to make their own arrangements
Travel: -
StationAddress: PricewaterhouseCoopers Pvt. Ltd. 
Building 8, Tower B, 8th Floor, DLF Cyber City, 
Gurgaon, Haryana - 122002 


Stipend: 40000
StartTime:  9:00AM
OnOffice: -
Medical: -
ContactDetailsForGirls: 
AccomAddressforGirls: 
CompanyId: 1059
FieldDA: -
Stationary: -
OtherInfo: -
AccomAddressforBoys:","Project: 0
Title: Intern/Trainee
Description: Government Reforms and Infrastructure Development (GRID) is a Strategic Business Unit (SBU) under
the Business Advisory Services line of service in PwCPL. Oil & Gas Advisory Practice is a sub SBU under
GRID focusing on companies across the industry value chain – i.e. upstream, midstream, downstream as
well as the allied industries (chemicals, fertilizers, biofuels etc.). The focus areas for this practice in terms
of needs in the GRID are:
• Investments Advisory
• Business strategy
• Operations Excellence (including Operations Technology)
• Economic Policy & Regulations
• Supply Chain Management
• Commodities Management and International Trade
• Capital Projects & Programs Management
• Deals
Skills:  - 
Students Required: 4
Min CGPA: 0
Max CGPA: 0","No"
"5282","Process Nine Technologies Pvt  Ltd","Gurgaon","IT","A7 , B3 , C2 , C6 , C7 , D2 , H103 , A7A7","10000","0","Status: Active
Medical: -
Weekdays: 
OtherInfo: -
AccomAddressforGirls: 
TillTime:  5:00PM
OnOffice: -
ToOffice: -
StationAddress: 5003 Phase 4, DLF City, Gurgaon
FacultyId: 0
Accomodation: -
ContactDetailsForBoys: 
ContactDetailsForGirls: 
AccomAddressforBoys: 
Stationary: -
SubsidizedLunch: -
Stipend: 10000
StipendForPG: 0
CompanyId: 4985
StartTime:  9:00AM
FieldDA: -
FieldTA: -
Travel: -
StationFacilitiesId: 9760
RemarkforAccommodation:","Project: 0
Title: Product-market fit research for Moxveda
Description: The project involved a guided research for the need of multilingual content for customer acquisition in the stock broking and financial services industry.

Skills Required: General IT proficiency. Data manipulation tools. English language proficiency

Expected Learning
-Deep understanding of financial markets and related services
-Data analytics
-Software product management
-Business development


Skills:  - 
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 1
Title: Machine Translation
Description: The project involved a guided development of neural machine translation models between English-Indian languages and English-Global languages.

Must to have working knowledge of machine learning, natural language processing and Python!
Skills: Machine learning , Machine Learning, Deep Learning , Natural Language Processing , Neural network , NLP , NLP and Machine language knowledge, , Python , Python - Numpy , Python programming , Python programming for Data Science
Students Required: 1
Min CGPA: 0
Max CGPA: 0","No"
"5965","Powerhouse91 (Financial & Business Analyst)","Gurgaon","IT","Any","15000","0","RemarkforAccommodation: 
ToOffice: -
Medical: -
FieldTA: -
StationFacilitiesId: 9530
Stipend: 15000
FacultyId: 0
StipendForPG: 0
SubsidizedLunch: -
OtherInfo: -
AccomAddressforGirls: 
CompanyId: 5666
StartTime:  9:00AM
OnOffice: -
Status: Active
FieldDA: -
Travel: -
StationAddress: Sector 44, Gurgaon, Haryana - 122003
ContactDetailsForBoys: 
ContactDetailsForGirls: 
AccomAddressforBoys: 
TillTime:  6:00PM
Accomodation: -
Stationary: -
Weekdays: Sunday","Project: 0
Title: Finance Analyst
Description: Powerhouse91 is the fastest-growing acquirer of ecommerce
brands in India. We are backed by top-tier investors and our
team has deep expertise in ecommerce, business operations
and M&A.
Selected Intern&apos;s day-to-day Responsibilities Will Include:
1. Analyzing the historical financial performance of various
businesses and brands operating on ecommerce
platforms in India. This will include evaluation of revenues
and costs, cash flows and operational and financial ratios
etc to ascertain if the business falls in line with the
objectives of Powerhouse91.
2. Engaging with the target business to understand their
model, explain our data requirements, and obtain
requisite information and documents from them.
3. Brainstorm and identify potential areas for improving the
performance of the target business.
4. Preparation of financial models to forecast the future
performance of the business and ascertain the value of
the business/brand.
5. Assist in coordination with the target brand and other
professional advisors for the due diligence and closing of
the transaction.
Project domain Finance, M&A
Expected learning (in bullet points) ? With work experience at a fast-growing funded startup,
the student will gain valuable real-world skills.
? Knowledge about how online businesses function, and
the various factors involved in valuation of a business
and other M&A activities
? Quantitative approach to critical business problems
? Importance of sales and negotiation tactics when
dealing with multiple stakeholders
Skills:  - 
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 1
Title: Business Analyst
Description: Powerhouse91 is the fastest-growing acquirer of ecommerce
brands in India. We are backed by top-tier investors and our
team has deep expertise in e-commerce, business operations
and M&A.
Selected Intern&apos;s Day-to-day Responsibilities Will Include:
? Identifying high potential brand partners for
Powerhouse91 and initiating conversations with key
stakeholders
? Performance analysis of prospective brands in terms of
growth, margins and macro-indicators wrt the overall
category
? Setting up internal processes to streamline the
conversion funnel from lead generation to final deal
closure
? Working closely with the marketing team to prepare high
quality brand collateral along with strategic identification
of untapped growth channels
Project domain Business Development
Skills: MS Excel, Strong Communication Skills
Expected learning (in bullet points) ? With work experience at a fast-growing funded startup,
the student will gain valuable real-world skills.
? Knowledge about how online businesses function, and
the various factors involved in valuation of a business
and its performance
? Importance of both quantitative and qualitative skills like
analytics and brand marketing.
Skills:  - 
Students Required: 1
Min CGPA: 0
Max CGPA: 0","No"
"4816","Psi Phi Global Solutions Pvt. Ltd., (OkCredit)","Bangalore","IT","A7","40000","0","CompanyId: 4518
Stationary: -
OtherInfo: -
StipendForPG: 0
FacultyId: 0
RemarkforAccommodation: 
StartTime:  9:00AM
TillTime:  5:00PM
Accomodation: -
OnOffice: -
FieldTA: -
StationFacilitiesId: 9575
StationAddress: Bangaore, Koramangala
SubsidizedLunch: -
AccomAddressforGirls: 
Status: Active
ToOffice: -
Medical: -
Travel: -
ContactDetailsForGirls: 
ContactDetailsForBoys: 
AccomAddressforBoys: 
FieldDA: -
Weekdays: Saturday , Sunday
Stipend: 40000","Project: 0
Title: Engineering
Description: Work on Core Products of OKCredit
Project domain (IT, Finance, etc.)	IT
Skills: OOPS Programing
Communication, Problem Solving

Skills:  - 
Students Required: 3
Min CGPA: 0
Max CGPA: 0

Project: 1
Title: Android team
Description: ITs for the Andriod team and we will be looking at students with prior exp in Andriod app building
Skills:  - 
Students Required: 1
Min CGPA: 0
Max CGPA: 0","No"
"6071","PwC MC-Analytics","Mumbai","IT","A3 , A7 , A8 , Any","50000","0","FieldTA: -
FacultyId: 0
ContactDetailsForBoys: 
CompanyId: 5772
StartTime:  9:00AM
TillTime:  5:00PM
Status: Active
FieldDA: -
SubsidizedLunch: -
StationAddress: PwC MC-Analytics, Lake Blvd Rd, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076
OtherInfo: -
RemarkforAccommodation: 
OnOffice: -
Medical: -
Stationary: -
StationFacilitiesId: 9597
StipendForPG: 0
AccomAddressforBoys: 
Stipend: 50000
ContactDetailsForGirls: 
AccomAddressforGirls: 
Accomodation: -
ToOffice: -
Travel: -
Weekdays: Saturday , Sunday","Project: 0
Title: Innovation
Description: Working on cutting-edge technologies on statistical data analysis software packages like Python/R to develop tools with use cases across a broad spectrum of business domains.
Project domain (IT, Finance, etc.)	Analytics
Skills: • Must have – Programming languages (Either of Python, R, Java)
• Desirable – One from Data Science, Natural Language Processing, Computer Vision, Robotics, Multi-agent systems
Any specific courses that student should have taken 	• At least two from - Machine Learning (BITS F464), Artificial Intelligence (CS F407), Neural Networks and Fuzzy Logic (BITS F312), Object Oriented Programming (CS F213), Data Structures and Algorithms (CS F211), Pattern Recognition (BITS F446), Image Processing (BITS F311), Digital Image Processing (EEE F435), Data Mining (CS F415), Computer Graphics (IS F311), Fuzzy Logic and Applications (BITS F343)

Skills:  - 
Students Required: 2
Min CGPA: 0
Max CGPA: 0

Project: 1
Title: TMT
Description: Providing fast, insightful analysis of complex business and strategic issues using computational techniques like Machine Learning, NLP on statistical data analysis software packages like Python/R.
Developing recommendations to solve business problems across a variety of domains such as technology, media, telecommunication as well as various core industrial sectors.
Project domain (IT, Finance, etc.)	Consultancy and Analytics
Skills: Working knowledge of either one of these languages python/ pyspark/R and/or OOPS, preferably with awareness of the applications of ML/DL
Preferably, exposure to some BI tools like Tableau/Power BI
Any specific courses that student should have taken 	• At least two from - Machine Learning (BITS F464), Artificial Intelligence (CS F407), Neural Networks and Fuzzy Logic (BITS F312), Object Oriented Programming (CS F213), Data Structures and Algorithms (CS F211), Pattern Recognition (BITS F446), Image Processing (BITS F311), Digital Image Processing (EEE F435), Data Mining (CS F415), Computer Graphics (IS F311), Fuzzy Logic and Applications (BITS F343)
Skills:  - 
Students Required: 2
Min CGPA: 0
Max CGPA: 0","No"
"6076","Quinn Care Pvt. Ltd","Surat","Finance and Mgmt","Any","15000","0","TillTime:  8:00PM
Status: Active
SubsidizedLunch: -
Stipend: 15000
ContactDetailsForBoys: 
AccomAddressforBoys: 
StartTime: 10:30AM
Travel: -
OtherInfo: -
StationFacilitiesId: 9610
FacultyId: 0
StipendForPG: 0
Accomodation: -
Medical: -
FieldTA: -
Weekdays: Sunday
RemarkforAccommodation: 
AccomAddressforGirls: 
CompanyId: 5777
ToOffice: -
StationAddress: A-702, Surya Prakash
Residency, City Light, Surat.
????????????
ContactDetailsForGirls: 
OnOffice: -
FieldDA: -
Stationary: -","Project: 0
Title: Product Marketing Internship
Description: We’re building a social network for
the beauty space, and are backed by
founders of Snapdeal, MamaEarth &
Purplle.com
The goal of this internship would be
to grow our active user base, talk to
stakeholders (YouTubers, Bloggers,
etc), launch and experiment with
different product & marketing ideas,
analyse their results, and more.
Project domain (IT, Finance, etc.) Product Marketing
Skills: A huge plus if the candidate has
worked in the marketing team of
their college’s cultural or technical
fest.
Expected learning (in bullet points) ? Doing effective market
research for new product
features
? Analysing product data using
tools like Mixpanel, Google
Analytics, and ideating
marketing campaigns via the
same
? Identifying and talking to
different stakeholders, such
as YouTubers, Bloggers,
Brands, etc., and negotiating
terms with them
? Talking to users to better
understand their pain
points. Ideating product
features basis this, and then
analysing their response.
Skills:  - 
Students Required: 2
Min CGPA: 0
Max CGPA: 0","No"
"5256","Qure.ai","Mumbai","IT","A7","50000","0","ContactDetailsForGirls: 
AccomAddressforGirls: 
TillTime:  6:30PM
Weekdays: Saturday , Sunday
RemarkforAccommodation: 
StipendForPG: 0
ContactDetailsForBoys: 
AccomAddressforBoys: 
FieldDA: -
Medical: -
Travel: -
Stipend: 50000
CompanyId: 4959
OnOffice: -
OtherInfo: ..
FacultyId: 762
StartTime:  9:00AM
Status: Active
Accomodation: -
ToOffice: -
FieldTA: -
Stationary: -
SubsidizedLunch: -
StationFacilitiesId: 9574
StationAddress: Completely remote work. Otherwise our office address: Level 6, Oberoi Commerz II, Goregaon East, Mumbai 400063, India","Project: 0
Title: AI Scientist
Description: •	Train algorithms to interpret and analyze medical images and other healthcare data using Qure.ai’s petabyte scale datasets. 
•	Apply scientific rigor to create analytical and clinical evidence of the performance of existing and new algorithms. 

qER is an FDA 510(k) cleared triage and notification tool that prioritizes head CT scans with critical abnormalities such as a bleed, fracture, mass effect or midline shift on the radiology worklist for priority review. 

This project will involve training deep learning algorithms for qER, validating them in clinical studies and publishing the results.

 Video: https://www.youtube.com/watch?v=ryh5QPRUe2g

Skills: Artificial Intelligence , Deep Learning , Machine learning , Ability to learn and adapt , Ability to learn fast , Ability to think and analyze situations logically  , communication skill , Excellent presentation and report writing skills
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 1
Title: AI Engineer
Description: •	Deploy algorithms and AI models trained to interpret and analyze medical images and other healthcare data using Qure.ai’s petabyte scale datasets. 
•	Create, maintain and deploy web-scale and highly reliable engineering platforms for AI models 

qER is an FDA 510(k) cleared triage and notification tool that prioritizes head CT scans with critical abnormalities such as a bleed, fracture, mass effect or midline shift on the radiology worklist for priority review. 

This project will involve cutting-edge software engineering related to deployment of AI, high performance computing and network protocols.

 Video: https://www.youtube.com/watch?v=ryh5QPRUe2g 

Skills: AI , Data structure and Algorithms , OOPS , Eager to learn , Excellent presentation and report writing skills
Students Required: 2
Min CGPA: 0
Max CGPA: 0","No"
"4848","Qzense labs Pvt. Ltd.","Bangalore","Electronics","A3 , A4 , A7 , A8 , AA","14000","0","FacultyId: 0
ContactDetailsForBoys: 
Accomodation: -
ToOffice: -
FieldDA: -
Weekdays: Saturday , Sunday
ContactDetailsForGirls: 
CompanyId: 4550
StartTime: 10:00AM
Status: Active
StationFacilitiesId: 9753
Stipend: 14000
RemarkforAccommodation: 
TillTime:  6:00PM
OnOffice: -
SubsidizedLunch: -
Travel: -
StipendForPG: 0
AccomAddressforBoys: 
AccomAddressforGirls: 
Medical: -
FieldTA: -
Stationary: -
StationAddress: Qzense Labs
28/1, 3rd floor, 1st Cross 15th Main Road ,E Block Behind Swathi Gardenia Hotel, Sahakar Nagar, Hebbal, Bengaluru, Karnataka 560092

OtherInfo: -","Project: 0
Title: IoT device for fresh food management
Description: IoT, Embedded System(1)
Data Science(1)
Software Development(1)

Skills:  Problem Solver, Self-starter 
Students Required: 3
Min CGPA: 0
Max CGPA: 0

Project: 1
Title: Industrial Product design for Iot Product
Description: This project involves designing Hardware for Iot products considering UI/UX , affordability and strength
Project domain
Industrial Design
Skills: Design 
Students Required: 1
Min CGPA: 0
Max CGPA: 0","No"
"6050","RDandX Network LLP","Mumbai","IT","A7 , Any , C6","25000","0","Travel: -
StationFacilitiesId: 9565
FacultyId: 0
AccomAddressforBoys: 
CompanyId: 5751
StartTime: 10:00AM
Accomodation: -
Medical: -
StipendForPG: 0
ContactDetailsForBoys: 
TillTime:  7:00PM
Status: Active
ToOffice: -
Weekdays: Saturday , Sunday
Stipend: 25000
Stationary: -
SubsidizedLunch: -
StationAddress: Postal add: A3 Usha Sadan, near Colaba post office, Mumbai - 400 005
Bangalore office add: Forum Mall, 4th Floor, No 22, Salarpuria Towers-I Industrial Layout, Hosur Rd, 7th Block, Koramangala, Bengaluru, Karnataka 560095

OtherInfo: -
RemarkforAccommodation: 
ContactDetailsForGirls: 
AccomAddressforGirls: 
OnOffice: -
FieldDA: -
FieldTA: -","Project: 0
Title: Rebid 
Description: ReBid is RD&X Network’s MadTech products and solutions suite. Founded by Rajiv Dingra in 2020, RD&X Network is a technology company offering transformational products and solutions in martech, adtech and deep tech to drive creative, media, data, and business transformation, helping global businesses become real-time, disruptive and thereby achieve exponential growth. We are a geography agnostic, hybrid work culture, and agile company. Interns will get a chance to work on martech adtech and deeptech products that solve marketing challenges for marketers. Products include a Demand side platform, customer data platform and a unified media buying platform. 
Project domain	Engineering, Product and Digital Marketing
Skills: Node.js,React.js,Data science(Python/R/Golang), Java, Vue.js
Adtech/Martech knowledge
For Digital marketing, any courses done 
For Product, preferably any product management course or hands on internship experience
For engineering, coding exposure or courses done in the above stated requirements
Expected learning (in bullet points)	For node/java, they should have atleast basic code knowledge or having done atleast basic online course on the same
Data science - python knowledge and other knowledge like Hadoop Kafka R programming and machine learning will be an added advantage
For react - should have previously built react based web apps, good to know vue.js
Digital marketing-Having google adwords and Fb ads knowledge or knowledge of email marketing seo and programmatic ads.
product - Having software engineering/MBA but more interested in product roadmap, user experience journey and interested in working on features fo a product doing customer survey etc
Digital Marketing – Any graduate who has experience or knowledge of SEO,SEM,Programmatic, adwords, content writing, etc
Skills:  - 
Students Required: 10
Min CGPA: 0
Max CGPA: 0","No"
"4903","ReferralYogi Technologies Pvt. Ltd.","Chennai","IT","A1 , A3 , A4 , A7 , A8 , AA , AnyA7","20000","0","OtherInfo: -
Stipend: 20000
FacultyId: 0
CompanyId: 4605
Accomodation: -
OnOffice: -
ContactDetailsForGirls: 
ToOffice: -
Medical: -
Stationary: -
Weekdays: Saturday , Sunday , Saturday , Sunday , Saturday , Sunday
StationAddress: 1B, Sowmithri Apartments, 23/12, Thiruvengadam St, RA Puram, Chennai -28
StipendForPG: 0
RemarkforAccommodation: 
AccomAddressforGirls: 
StartTime:  9:00AM
FieldDA: -
FieldTA: -
SubsidizedLunch: -
Travel: -
StationFacilitiesId: 9693
ContactDetailsForBoys: 
AccomAddressforBoys: 
TillTime:  6:00PM
Status: Active","Project: 0
Title: Building Omnichannel AI Chatbots; Building progressive web-apps and/or iOS/Android apps for chat panels
Description: Build a framework for AI based bots to help businesses automate their communications with their customers.

Programming experience. Experience with Ruby-on-Rails preferable. Javascript, JS Frameworks (like React, Vue) & AJAX knowledge is key.

Must have done prior projects. Must have the aptitude to learn new technologies. Must be interested in a wide variety of programming work. Must be adaptable to changing project description/scope

Good communication skills, ability to work with minimal/remote-supervision, disciplined in sharing work status, creative, must have a sense of curiosity & ownership and the desire to make a difference. Be self-driven to learn and do

1)	New technologies & Tools in cutting edge areas
2)	Work in a fast-paced environment
3)	Seeing your product used by customers
4)	Challenging problem solving ability



Skills: Angular Js , Good  Programming skills , React JS , Ruby on rails ,  Problem Solver, Self-starter  , Ability to learn and adapt , Ability to learn fast , Passion for Programming
Students Required: 2
Min CGPA: 0
Max CGPA: 0","No"
"4998","Resolvity Inc.","Texas","IT","A7","25000","0","StationFacilitiesId: 9522
Status: Active
Medical: -
FieldTA: -
SubsidizedLunch: -
Stipend: 25000
StipendForPG: 0
ContactDetailsForBoys: 
ContactDetailsForGirls: 
StartTime:  9:00AM
FieldDA: -
Stationary: -
OtherInfo: Name: Arun Santhebennur E-mail: arun@voicegain.ai 
AccomAddressforBoys: 
AccomAddressforGirls: 
CompanyId: 4700
TillTime:  5:00PM
ToOffice: -
Travel: -
Weekdays: 
FacultyId: 663
RemarkforAccommodation: 
Accomodation: -
OnOffice: -
StationAddress: 1505 LBJ Fwy, Ste 255
Farmers Branch, TX 75234","Project: 0
Title: Voicegain Deep Neural Network based Speech Recognition
Description: Support the Voicegain DNN platform.
Skills: Python, Java, C
Students Required: 3
Min CGPA: 0
Max CGPA: 0","No"
"2620","Rivigo Tech","Gurgaon","IT","A3 , A7 , A8 , AnyA3 , AnyA7 , AnyA8","30000","0","RemarkforAccommodation: 
ContactDetailsForGirls: 
Accomodation: -
FieldDA: -
Medical: -
StationFacilitiesId: 9676
Stipend: 30000
StipendForPG: 0
FieldTA: -
Stationary: -
SubsidizedLunch: -
StationAddress:  Plot No. 90, Sector - 44,
Gurgaon, Haryana 122003
AccomAddressforGirls: 
OnOffice: -
ToOffice: -
Status: Active
Travel: -
OtherInfo: -
ContactDetailsForBoys: 
AccomAddressforBoys: 
CompanyId: 2348
Weekdays: 
FacultyId: 0
StartTime:  9:00AM
TillTime:  5:00PM","Project: 0
Title: Warehouse planning and Logistics
Description: 1. Rivigo is solving logistics problems in India using technology. The FTL (Full Truck Load) team focuses on trucking and solve problems like driver&apos;s lifestyle and load transit time. One big problem in logistics is the driver&apos;s lifestyle, as drivers are usually away from home for about 20 to 30 days. Rivigo is solving this by the patented algorithm of relay and driver allocation. A truck moves through many pitstops during its journey from source to destination; at each pitstop, a new driver is allocated to drive the truck to the next pitstop and the previous driver is allocated a truck that returns him to his home pitstop. This ensures shorter duty hours and faster load movement as the truck doesn&apos;t have to wait for the driver&apos;s rest. Algorithms coordinate with drivers using a smartphone-based app. In FTL, we are working on many ground breaking projects: - Integration of IoT devices such as tyre pressure sensor, GPS, Fuel level sensor and AI cameras to detect drivers&apos; attention - Network balance algorithm, which controls the movement of the truck so that the availability of consignments, trucks, and drivers is balanced - Optimizing mileage based on data from fuel and pressure sensor and controlling fuel and air filling - Safety alerts based on Realtime data provided by AI camera and tyre temperature sensor - Direct driver behavior using performance and psychology-based incentive model - Probabilistic model for expenses approval 2. Warehouse planning: When moving shipments, the shipments are aggregated in a warehouse. The warehouse has a limited space, and given the amount of shipment it is important to plan the shipment location inside the warehouse. The optimal location improves warehouse utilisation as well as reduces the loading and unloading time. 
Skills:  - 
Students Required: 5
Min CGPA: 0
Max CGPA: 0","No"
